Nombre,Modelo,Marca,Precio,Descripcion,Url IMG
NOTAS ADHESIVAS 2X2 AMARILLO,MEMO TIP,MEMO TIP,4.59,"BLOCK DE NOTAS ADHESIVAS MEDIDAS 51 MM X51 MM (2"" X 2"") COLOR AMARILLA DE 100 HOJAS MEMO TIP",https://henki.com.mx/erp/shared_resources/productos/412RE.png
SOBRE BOLSA SOLAPA ENGOMADA KRAFT OFICIO,TROSA,TROSA,3.48,SOBRE BOLSA SOLAPA ENGOMADA PAPEL KRAFT DE 110 GRAMOS TAMAÑO  OFICIO MEDIDA 26 X 34 CMS,https://henki.com.mx/erp/shared_resources/productos/TRO-SOBBOL-1153.jpg-.jpg
SEPARADORES WILSON JONES 15 DIVISIONES ,P3683,WILSON JONES,34.33,SEPARADORES WILSON JONES MODELO P3683 15 DIVISIONES SIN NUMERO UN JUEGO,https://henki.com.mx/erp/shared_resources/productos/ACC-SEPWIL-1286.jpg-.jpg
GOMA BLANCA BACO G60,GM001,BACO,1.45,GOMA BLANCA BACO MODELO G-60 NO MALTRATA EL PAPEL,https://henki.com.mx/erp/shared_resources/productos/BAC-GOMBLA-1470.jpg-.jpg
CERA PARA CONTAR BILLETES PELIKAN MOD: D2 POR PIEZA CUENTAFACIL,01420000,PELIKAN,11.72,CERA PARA CONTAR BILLETES PELIKAN MODELO D2 14 GRS PIEZA,https://henki.com.mx/erp/shared_resources/productos/512RE.png
CLIP GOTICO No 1 ACCO,P1680,ACCO,12.28,CLIP GOTICO (CUADRADITO) No 1 ACCO MODELO P1680 CON 100 PIEZAS,https://henki.com.mx/erp/shared_resources/productos/603B-removebg-preview.png
BOLIGRAFO PINT POINT PUNTO MEDIANO ROJO,6830RO,AZOR,3.02,BOLIGRAFO PUNTO MEDIANO 1.0MM AZOR PUNTO DE AGUJA ROJO PINT POINT ,https://henki.com.mx/erp/shared_resources/restore/1005uqotd1g6nb.png
CINTA DE EMPAQUE CANELA LEADER 48 MM X 50 MTS,AB-1,LEADER,14.49,CINTA DE EMPAQUE CANELA LEADER AB-1 MEDIDA 48 MM X 50 MTS,https://henki.com.mx/erp/shared_resources/productos/LEA-CINDE-959.jpg
SACAPUNTAS ESCOLAR DE PLASTICO SOLIDO MAE SURTIDO ,SSS-25,MAE,1.22,"SACAPUNTAS ESCOLAR DE PLASTICO COLORES SOLIDOS, MAE, MODELO SSS-25 FIGURAS SURTIDAS ",https://henki.com.mx/erp/shared_resources/restore/1356eqa3acd9p3.png
SACAPUNTAS METALICO TRIANGULAR MAE,SMT-24,MAE,3.66,SACAPUNTAS METALICO TRIANGULAR MAE MODELO SMT-24,https://henki.com.mx/erp/shared_resources/restore/10841o6rw4ucyd.png
TARJETA BLANCA 3 X 5,TAKIP3X5-100,KIP,5.57,TARJETA BIBLIOGRAFICA BLANCA MEDIDA 3 X 5 PULGADAS KIP PAQUETE CON 100 TARJETAS,https://henki.com.mx/erp/shared_resources/productos/2146RE.png
SUJETADOCUMENTOS 51 MM MAE,BC-51,MAE,81.91,"SUJETADOCUMENTOS 51 MM MAE 2"" MODELO BC-51 CAPACIDAD 110 HOJAS CON 12 PIEZAS",https://henki.com.mx/erp/shared_resources/productos/MAE-SUJ51-588.jpg
SOBRE BOLSA SOLAPA ENGOMADA MANILA MEDIDA ESPECIAL,TROSA,TROSA,1.66,SOBRE BOLSA SOLAPA ENGOMADA PAPEL MANILA DE 90 GRAMOS TAMAÑO ESPECIAL MEDIDAS 21 X 23 CMS TROSA,https://henki.com.mx/erp/shared_resources/productos/TRO-SOBBOL-1145.jpg-.jpg
SOBRE BOLSA SOLAPA ENGOMADA MANILA MEDIDA ESPECIAL,TROSA,TROSA,1.36,SOBRE BOLSA SOLAPA ENGOMADA PAPEL MANILA DE 90 GRAMOS TAMAÑO ESPECIAL MEDIDAS 14 X 21 CMS TROSA,https://henki.com.mx/erp/shared_resources/productos/2608A.jpg
GOMA TIPO MIGAJON PELIKAN M20,06150200,PELIKAN,4.94,"GOMA TIPO MIGAJON PELIKAN MODELO M20, LIBRE DE PVC, NO MANCHA",https://henki.com.mx/erp/shared_resources/productos/1188RE.png
MARCADOR PERMANENTE AZUL,MR098,BACO,10.19,MARCADOR PERMANENTE BACO TATOO AZUL PUNTO FINO MODELO MR098,https://henki.com.mx/erp/shared_resources/productos/BAC-MARPER-116.jpg
BOLIGRAFO TINTA GEL A INK COLOR NEGRO,APG-N,A-INK,10.19,BOLIGRAFO TINTA GEL CON GRIP A-INK MODELO APG-N COLOR NEGRO PUNTA DE 8 MM ,https://henki.com.mx/erp/shared_resources/productos/1A-I-BOLTIN-1378.jpg
MARCADOR PERMANENTE NEGRO A-INK,APD-N,A-INK,9.69,"MARCADOR PERMANENTE NEGRO, PUNTO FINO, PUNTA DE BALA, BARRIL DE PLASTICO, MODELO APD-N ",https://henki.com.mx/erp/shared_resources/restore/1432ynhq4vr45e.png
DESENGRAPADOR MANNY,9905,MANNY,10.58,DESENGRAPADOR MANNY MODELO 9905 PIEZA,https://henki.com.mx/erp/shared_resources/productos/MAN-DESMAN-546.jpg-.jpg
SOBRE BOLSA CON RONDANA MANILA CARTA,B-23-MR,FORTEC,5.83,SOBRE BOLSA CON RONDANA E HILO PAPEL MANILA DE 105 GRAMOS TAMAÑO CARTA MEDIDAS 23 X 30.5 CMS MODELO B-23MR FORTEC,https://henki.com.mx/erp/shared_resources/productos/330.jpg
FOLDER TAMAÑO CARTA COLOR AZUL INTENSO,JYL,APSA,2.62,FOLDER TAMAÑO CARTA EN CARTULINA DE 165 GRAMOS CON MEDIA CEJA Y PUNTAS REDONDEADAS MEDIDAS 23.5 X 29.5 CMS CAJA CON 100 PIEZAS COLOR AZUL INTENSO APSA,https://henki.com.mx/erp/shared_resources/productos/1JYL-FOLTAM-2394.jpg
MARCADOR CERA ROJO A-INK ,WXC-10RJ,A-INK,9.4,MARCADOR DE CERA ROJO A-INK MODELO WXC-10RJ,https://henki.com.mx/erp/shared_resources/restore/1438ie7i4d3meb.png
SOBRE BOLSA SOLAPA ENGOMADA KRAFT DOBLE CARTA,TROSA,TROSA,3.9,SOBRE BOLSA SOLAPA ENGOMADA PAPEL KRAFT DE 110 GRAMOS TAMAÑO DOBLE CARTA O MINISTRO MEDIDAS 30 X 39.5 CMS TROSA,https://henki.com.mx/erp/shared_resources/productos/TRO-SOBBOL-1154.jpg-.jpg
MICA PROTECTORA DE HOJAS A-INK TAMAÑO CARTA PH100DB,PH-100DB,A-INK,80.93,MICA PROTECTORA DE HOJAS A-INK TAMAÑO CARTA MODELO PH-100DB PAQUETE CON 100 HOJAS,https://henki.com.mx/erp/shared_resources/restore/1131ol11kzz4dc.png
LAPIZ DE GRAFITO HEXAGONAL No 2 1/2 MIRADO,1931872,BEROL,4.79,LAPIZ DE GRAFITO HEXAGONAL No 2 1/2 MIRADO PAPER MATE,https://henki.com.mx/erp/shared_resources/restore/1049bdmq75z9h9.png
MARCADOR CERA AMARILLO BARRILITO,12MCA,BARRILITO,9.24,MARCADOR DE CERA BARRILITO AMARILLO MODELO 12MCA ,https://henki.com.mx/erp/shared_resources/productos/BAR-MARDE-298.jpg-.jpg
CORTADOR GRANDE DE 18 MM SHELY ,M87,SHELY,7.66,CORTADOR GRANDE SHELY MODELO M87 NAVAJA DE 18 MM MANGO DE PLASTICO ,https://henki.com.mx/erp/shared_resources/restore/10915cbjy5r7rk.png
TIJERA DE ACERO PARA OFICINA MAE DE 6 PULGADAS ,MT-6,MAE,31.39,"TIJERA DE ACERO INOXIDABLE 6"" PARA OFICINA MAE MODELO MT-6 MANGO DE PLASTICO ",https://henki.com.mx/erp/shared_resources/productos/MAE-TIJDE-1069.jpg-.jpg
GOMA TIPO MIGAJON MAE GM 40MJ,GM-40MJ,MAE,2.38,GOMA TIPO MIGAJON MAE MODELO GM-40MJ ,https://henki.com.mx/erp/shared_resources/productos/1MAE-GOMTIP-1183-.jpg
FOLDER TAMAÑO OFICIO COLOR ROSA,DIEM,DIEM,2.45,FOLDER TAMAÑO OFICIO EN CARTULINA DE 163 GRAMOS CON MEDIA CEJA Y PUNTAS REDONDEADAS MEDIDAS 24.5 X 34.5 CMS CAJA CON 100 PIEZAS COLOR ROSA DIEM,https://henki.com.mx/erp/shared_resources/productos/DIE-FOLTAM-1095.jpg
BOLIGRAFO TINTA GEL A INK COLOR AZUL,APG-AO,A-INK,10.19,BOLIGRAFO TINTA GEL CON GRIP A-INK MODELO APG-AO COLOR AZUL PUNTA DE 8 MM ,https://henki.com.mx/erp/shared_resources/productos/A-I-BOLTIN-1377.jpg
MARCADOR PARA BILLETES FALSOS ,BE 333,SABONIS,12.14,MARCADOR PARA BILLETES FALSOS SABONIS MODELO BE 333 PIEZA,https://henki.com.mx/erp/shared_resources/productos/66NOIMAGEN.png
BICOLOR HEXAGONAL JOCAR,BHD,JOCAR,2.77,BICOLOR HEXAGONAL DELGADO JOCAR MODELO BHD,https://henki.com.mx/erp/shared_resources/restore/10458gm746m4fw.png
MARCADOR PERMANENTE NEGRO SIGNAL MEGA,1500NE,AZOR,18.24,MARCADOR PERMANENTE NEGRO SIGNAL MEGA MODELO 1500NE PUNTA DE CINCEL PIEZA,https://henki.com.mx/erp/shared_resources/productos/AZO-MARPER-451.jpg
SEPARADORES WILSON JONES 10 DIVISIONES ,P2457,WILSON JONES,27.2,SEPARADORES WILSON JONES 10 DIVISIONES SIN NUMERO MODELO P2457 CON UN JUEGO,https://henki.com.mx/erp/shared_resources/productos/ACC-SEPWIL-479.jpg-.jpg
SEPARADORES WILSON JONES 12 DIVISIONES MODELO P2458,P2458,WILSON JONES,30.07,SEPARADORES WILSON JONES 12 DIVISIONES MODELO P2458 SIN NUMERO PESTAÑAS DE COLOR 1 JUEGO,https://henki.com.mx/erp/shared_resources/productos/ACC-SEPWIL-1580.jpg-.jpg
CORTADOR CORTY AZOR 5025 ,5025,CORTY,12.15,"CORTADOR CORTY GRANDE AZOR MODELO 5025, PUNTA DE FLECHA",https://henki.com.mx/erp/shared_resources/restore/1149pji6ptpomy.png
CORTADOR CORTY CHICO AZOR,3055,CORTY,2.74,CORTADOR CORTY CHICO AZOR MODELO 3055 MECANISMO DE SEGURIDAD DISEÑO ANATOMICO NAVAJA DE 9 MM ,https://henki.com.mx/erp/shared_resources/restore/1083l5ru96vgzr.png
CINTA ADHESIVA TRANSPARENTE LEADER MODELO 601 24 MM X 65 MTS,601,LEADER,13.13,CINTA ADHESIVA TRANSPARENTE LEADER MODELO 601 MEDIDA 24 MM X 65 MTS,https://henki.com.mx/erp/shared_resources/restore/1115jticmre0eo.jpg
FOLDER TAMAÑO CARTA COLOR BITONO AZUL,C0050 1/2 AZ,PENDAFLEX,5.26,FOLDER TAMAÑO CARTA BITONO INTERIOR Y EXTERIOR CON 1/2 CEJA PUNTAS RECTAS Y PRESUAJADO SUPERIOR Y LATERAL PARA BROCHE DE 8 CMS MEDIDAS 22 X 29.5 CMS CAJA CON 50 PIEZAS COLOR AZUL MODELO C0050 1/2 AZ PENDAFLEX,https://henki.com.mx/erp/shared_resources/productos/PEN-FOLDOB-1138.jpg
LAPIZ ADHESIVO BULLY 11 GRAMOS,BULLY,HENKEL,8.37,"LAPIZ ADHESIVO BULLY 11 GRAMOS LAVABLE, NO TOXICO, PEGA PAPEL, CARTULINA Y FOTOS",https://henki.com.mx/erp/shared_resources/productos/392RE.png
SOBRE BLANCO PARA CORRESPONDENCIA CARTA SIN VENTANA,S-06-B-60,FORTEC,83.8,SOBRE BLANCO PARA CORRESPONDENCIA CARTA 6 3/4 SIN VENTANA DE 90 GRAMOS MEDIDAS 9.2 X 16.4 CMS MODELO S06B60 FORTEC,https://henki.com.mx/erp/shared_resources/productos/FOR-SOBBLA-1437.jpg-.jpg
FOLDER TAMAÑO CARTA COLOR BITONO VERDE,C0050 1/2 VDO,PENDAFLEX,5.26,FOLDER TAMAÑO CARTA BITONO INTERIOR Y EXTERIOR CON 1/2 CEJA PUNTAS RECTAS Y PRESUAJADO SUPERIOR Y LATERAL PARA BROCHE DE 8 CMS MEDIDAS 22 X 29.5 CMS CAJA CON 50 PIEZAS COLOR VERDE MODELO C0050 1/2 VDO PENDAFLEX,https://henki.com.mx/erp/shared_resources/productos/PEN-FOLDOB-1522.jpg
GOMA BLANCA PELIKAN WS60,06140400,PELIKAN,1.74,"GOMA BLANCA PELIKAN MODELO WS60 PARA LAPICES DE GRAFITO Y DE COLOR, LIBRE DE PVC, NO TOXICA, NO MANCHA 06140400",https://henki.com.mx/erp/shared_resources/restore/109328v114al51.png
MARCADOR PERMANENTE FINO NEGRO,30001,AZOR,11.07,MARCADOR PERMANENTE SIGNAL PUNTO FINO NEGRO MODELO 30001 AZOR,https://henki.com.mx/erp/shared_resources/productos/AZO-MARPER-145.jpg
MARCADOR PERMANENTE AZUL A-INK,APD-A,A-INK,9.69,"MARCADOR PERMANENTE AZUL, PUNTO FINO, PUNTA DE BALA, BARRIL DE PLASTICO, MODELO APD-A",https://henki.com.mx/erp/shared_resources/restore/1431p3ygjbl4zg.png
FOLDER CON PALANCA TAMAÑO OFICIO KRAFT,CAPRKP-TO-KRA,KYMA,15.79,FOLDER TAMAÑO OFICIO EN CARTULINA PRESSBOARD DE 330 GRAMOS CON PALANCA CAPACIDAD DE ARCHIVO HASTA 100 HOJAS MEDIDAS 24.5 X 37 CMS MODELO CAPRKP-TO-KRA COLOR FRAFT KYMA,https://henki.com.mx/erp/shared_resources/productos/KYM-CARPRE-1453.jpg
MARCADOR PERMANENTE FINO AZUL,30003,AZOR,11.07,MARCADOR PERMANENTE SIGNAL PUNTO FINO AZUL MODELO 30003 AZOR,https://henki.com.mx/erp/shared_resources/productos/AZO-MARPER-144.jpg
FOLDER TAMAÑO CARTA COLOR AMARILLO,FF-1162,FLASHFILE,2.11,FOLDER TAMAÑO CARTA EN CARTULINA DE 165 GRAMOS FLASHFILE CON MEDIA CEJA Y PUNTAS REDONDEADAS PRESUAJADO PARA BROCHE MEDIDAS 22.5 X 29.5 CAJA CON 100 PIEZAS COLOR AMARILLO INTENSO MODELO FF-1162 IRASA,https://henki.com.mx/erp/shared_resources/productos/IRA-FOLTAM-2402.jpg
SEPARADORES BRISTOL TAMAÑO CARTA 10 POSICIONES SIN PERFORACION,SEPKIPC-10-GP,KIP,14.78,SEPARADORES BRISTOL TAMAÑO CARTA 10 SEPARADORES SIN PERFORACIONES,https://henki.com.mx/erp/shared_resources/restore/10678mu64d0w6g.png
NOTAS ADHESIVAS 1.5X2 PASTEL 12,6560102296,JANEL,4.55,"BLOCK DE NOTAS ADHESIVAS MEDIDA 38 MM X 50 MM (1.5"" X 2"") COLORES PASTEL DE 100 HOJAS POR PIEZA MEMO TIP",https://henki.com.mx/erp/shared_resources/productos/JAN-NOTADH-344.jpg
FOLDER TAMAÑO CARTA COLOR VERDE,M750 1/2 GRE,OXFORD,2.95,FOLDER TAMAÑO CARTA EN CARTULINA DE 171 GRAMOS CON 1/2 CEJA Y PUNTAS REDONDEADAS CON DOBLE PERFORACION PARA BROCHE MEDIDAS 22 X 29.5 CMS CAJA CON 100 PIEZAS COLOR VERDE MODELO M7501/2GRE OXFORD,https://henki.com.mx/erp/shared_resources/productos/OXF-FOLTAM-2274.jpg
FOLDER CON BROCHE 8 CMS TAMAÑO CARTA CAOBA,MYP,MYP,8.35,FOLDER TAMAÑO CARTA EN CARTULINA TIPO PRESSBOARD DE 350 GRAMOS CON MEDIA CEJA Y PUNTAS REDONDEADAS CON BROCHE DE 8 CENTIMETROS MEDIDAS 23 X 29.5 CMS COLOR CAOBA MYP,https://henki.com.mx/erp/shared_resources/productos/3335RE.png
FOLDER CON BROCHE 8 CMS TAMAÑO CARTA CAOBA,CP069,BACO,24.11,FOLDER TAMAÑO CARTA EN CARTULINA TIPO PRESSBOARD DE 350 GRAMOS CON MEDIA CEJA Y PUNTAS REDONDEADAS CON BROCHE BACO DE 8 CENTIMETROS MEDIDAS 23 X 29.5 CMS COLOR CAOBA BACO,https://henki.com.mx/erp/shared_resources/productos/17NOIMAGEN.png
FOLDER CON BROCHE 8 CMS TAMAÑO CARTA NEGRO,MYP,MYP,8.35,FOLDER TAMAÑO CARTA EN CARTULINA TIPO PRESSBOARD DE 350 GRAMOS CON MEDIA CEJA Y PUNTAS REDONDEADAS CON BROCHE DE 8 CENTIMETROS MEDIDAS 23 X 29.5 CMS COLOR NEGRO MYP,https://henki.com.mx/erp/shared_resources/restore/1005cniukgjh3h.png
BOLIGRAFO PUNTO FINO ROJO,BOLEX FINO,BOLEX,2.14,BOLIGRAFO PUNTO FINO ROJO BOLEX,https://henki.com.mx/erp/shared_resources/restore/10134zay864o6h.png
CUADERNO FRANCESA ESPIRAL RAYA 100 HOJAS ESTRELLA,0178,ESTRELLA,18.82,CUADERNO FORMA FRANCESA ESPIRAL RAYA CON 100 HOJAS DE PAPEL BOND DE 52 GRAMOS MODELO 178 MEDIDAS DE 15.5 X 20.5 CMS ESTRELLA ,https://henki.com.mx/erp/shared_resources/productos/EST-CUAFOR-541.jpg
CORRECTOR EN CINTA SCOOTER KORES 8M X 4.2 MM,84824,KORES,28.44,CORRECTOR EN CINTA SCOOTER KORES MODELO 84824 MEDIDA 8M X 4.2 MM ,https://henki.com.mx/erp/shared_resources/productos/KOR-COREN-885.jpg-.jpg
CLIP JUMBO ACCO ,P1700,ACCO,31.65,CLIP JUMBO (REDONDO) ACCO MODELO P1700 CON 100 PIEZAS,https://henki.com.mx/erp/shared_resources/productos/ACC-CLIJUM-608.jpg
SUJETADOCUMENTOS 32 MM MAE,BC-32,MAE,33.03,"SUJETADOCUMENTOS 32 MM MAE 1 1/4"" MODELO BC-32 CAPACIDAD 80 HOJAS CON 12 PIEZAS",https://henki.com.mx/erp/shared_resources/restore/1048hgpeesreog.jpg
MARCADOR PERMANENTE ROJO,MR097,BACO,10.19,MARCADOR PERMANENTE BACO TATOO ROJO PUNTO FINO MODELO MR097,https://henki.com.mx/erp/shared_resources/productos/BAC-MARPER-118.jpg
FOLDER TAMAÑO CARTA COLOR VERDE INTENSO,FF-0465,FORTEC,5.07,FOLDER TAMAÑO CARTA EN CARTULINA DE 165 GRAMOS CON 1/2 CEJA Y PUNTAS REDONDEADAS CON DOBLE PERFORACION PARA BROCHE MEDIDAS 21.9 X 29.5 CMS CAJA CON 25 PIEZAS COLOR VERDE INTENSO MODELO FF-0465 FORTEC,https://henki.com.mx/erp/shared_resources/productos/FOR-FOLTAM-1126.jpg
PORTAMINAS A-INK 0.5MM,ALD-S,A-INK,6.17,PORTAMINAS SPLIT DE0.5MM COLORES SURTIDOS MODELO ALD-S A-INK,https://henki.com.mx/erp/shared_resources/productos/1156RE.png
CINTA MASKING TAPE LEADER MODELO 211 24 MM X 50 MTS,211,LEADER,25.47,CINTA MASKING TAPE LEADER MODELO 211 MEDIDA 24 MM X 50 MTS USO GENERAL ,https://henki.com.mx/erp/shared_resources/productos/LEA-CINMAS-947.jpg
PORTAMINAS P220 SABONIS 0.7 MM ,P 220,SABONIS,5.71,PORTAMINAS SABONIS 0.7 MM MODELO P220 ,https://henki.com.mx/erp/shared_resources/productos/SAB-PORSAB-852.jpg-.jpg
BOLIGRAFO KILOMETRICO PUNTO MEDIANO ROJO,LA3532,BEROL,3.23,BOLIGRAFO PUNTO MEDIANO 1.0 MM ROJO KILOMETRICO INKJOY 100ST PAPER MATE,https://henki.com.mx/erp/shared_resources/restore/1019mdbk5ualtq.png
CLIP ESTANDAR No 3 ACCO ,P1670,ACCO,8.12,CLIP ESTANDAR No 3 ACCO MODELO P1670 CON 100 PIEZAS,https://henki.com.mx/erp/shared_resources/restore/1052cttsvewznl.png
FOLDER TAMAÑO CARTA COLOR ROJO INTENSO,FF-1463,FORTEC,8.03,FOLDER TAMAÑO OFICIO EN CARTULINA DE 165 GRAMOS CON 1/2 CEJA Y PUNTAS REDONDEADAS CON DOBLE PERFORACION PARA BROCHE MEDIDAS 24.5 X 34.5 CMS CAJA CON 25 PIEZAS COLOR ROJO INTENSO MODELO FF-1463 FORTEC,https://henki.com.mx/erp/shared_resources/productos/23NOIMAGEN.png
NOTAS ADHESIVAS 3X3 CUBO AMARILLO,21072,MAE,48.83,"BLOCK DE NOTAS ADHSEIVAS MEDIDA 76 MM X 76 MM (3"" X 3"") COLOR AMARILLO CUBO DE 400 HOJAS MODELO SP21072 STICK´N MAE",https://henki.com.mx/erp/shared_resources/productos/2280.png
BOLIGRAFO PUNTO MEDIANO NEGRO,39721,KORES,8.39,BOLIGRAFO PUNTO MEDIANO TRIANGULAR NEGRO K-PEN KORES,https://henki.com.mx/erp/shared_resources/restore/1015qm8xv38ddw.png
FOLDER TAMAÑO CARTA COLOR ROJO,FF-1163,FLASHFILE,2.11,FOLDER TAMAÑO CARTA EN CARTULINA DE 165 GRAMOS FLASHFILE CON MEDIA CEJA Y PUNTAS REDONDEADAS PRESUAJADO PARA BROCHE MEDIDAS 22.5 X 29.5 CAJA CON 100 PIEZAS COLOR ROJO INTENSO MODELO FF-1163 IRASA,https://henki.com.mx/erp/shared_resources/productos/IRA-FOLTAM-2403.jpg
LAPIZ DE ESCRITURA TRIANGULAR N°2 MAE,LM-72,MAE,3.94,"LAPIZ DE ESCRITURA DE GRAFITO , TRIANGULAR N°2, CON GOMA, NO TOXICO,  MODELO LM-72",https://henki.com.mx/erp/shared_resources/restore/1378uxsp1gwqh4.png
FOLDER TAMAÑO OFICIO COLOR VERDE,PH0041,MAPASA,3.54,FOLDER TAMAÑO OFICIO EN CARTULINA DE 175 GRAMOS HOT COLORS CON 1/2 CEJA Y PUNTAS REDONDEADAS PRESUAJADO PARA BROCHE MEDIDAS 22 X 34.5 CMS CAJA CON 100 PIEZAS COLOR VERDE MODELO PH0041 STARFILE,https://henki.com.mx/erp/shared_resources/productos/2704.jpg
SOBRE BLANCO PARA CD CON VENTANA,SCD-01,FORTEC,1.31,SOBRE BLANCO PARA CD CON VENTANA DE 90 GRAMOS DE 12.7 X 12.7 CMS MODELO SCD01 FORTEC,https://henki.com.mx/erp/shared_resources/productos/1FOR-SOBBLA-1100.jpg-.jpg
SEPARADORES BRISTOL TAMAÑO CARTA CON 15 SEPARADORES,SEPKIPC-15-GS,KIP,20.66,SEPARADORES BRISTOL TAMAÑO CARTA CON 15 SEPARADORES SIN PERFORACION,https://henki.com.mx/erp/shared_resources/productos/288.jpg
BANDERITAS SEÑALIZADORAS NEON 125,6570516795,JANEL,23.62,BANDERITAS ADHESIVAS SEÑALIZADORAS DE PAGINA MEDIDA 1.27 X 4.3 CM DE PLASTICO CON 5 COLORES NEON DE 125 HOJAS MEMO TIP,https://henki.com.mx/erp/shared_resources/productos/JAN-BANADH-416.jpg
MARCADOR PERMANENTE ROJO SIGNAL MEGA,1500RO,AZOR,18.24,MARCADOR PERMANENTE ROJO SIGNAL MEGA MODELO 1500RO PUNTA DE CINCEL PIEZA,https://henki.com.mx/erp/shared_resources/productos/AZO-MARPER-449.jpg
SOBRE BOLSA SOLAPA ENGOMADA MANILA RADIOGRAFIA,SOBMRK-RAD,KIP,9.17,SOBRE BOLSA SOLAPA ENGOMADA PAPEL MANILA DE 105 GRAMOS TAMAÑO RADIOGRAFIA MEDIDAS 40 X 50 CMS MODELO SOBMRK-RAD KIP,https://henki.com.mx/erp/shared_resources/productos/RADIO.jpg
MARCATEXTOS AMARILLO VISION PLUS,2600AM,AZOR,9.8,MARCATEXTOS VISION PLUS AMARILLO PUNTA DE CINCEL MODELO 2600AM AZOR,https://henki.com.mx/erp/shared_resources/restore/1058ykxx0snhd0.png
BROCHE CAIMAN METALICO BARRILITO,CAI501,BARRILITO,2.45,BROCHE CAIMAN METALICO PARA GAFETE BARRILITO MODELO CAI501 ,https://henki.com.mx/erp/shared_resources/restore/1003cmoifq6uej.png
CINTA ADHESIVA TRANSPARENTE LEADER MODELO 601 18 MM X 65 MTS,601,LEADER,9.76,CINTA ADHESIVA TRANSPARENTE LEADER MODELO 601 MEDIDA 18 MM X 65 MTS,https://henki.com.mx/erp/shared_resources/restore/1114gordy64bfb.jpg
LAPIZ ROJO CARMIN PELIKAN,30330313,PELIKAN,4.82,LAPIZ ROJO CARMIN HEXAGONAL PELIKAN PIEZA,https://henki.com.mx/erp/shared_resources/restore/1111bpcg59szp3.png
FOLDER TAMAÑO CARTA COLOR AZUL INTENSO,FF-0464,FORTEC,5.07,FOLDER TAMAÑO CARTA EN CARTULINA DE 165 GRAMOS CON 1/2 CEJA Y PUNTAS REDONDEADAS CON DOBLE PERFORACION PARA BROCHE MEDIDAS 21.9 X 29.5 CMS CAJA CON 25 PIEZAS COLOR AZUL INTENSO MODELO FF-0464 FORTEC,https://henki.com.mx/erp/shared_resources/productos/1FOR-FOLTAM-1123.jpg
POSTE ALUMINIO INDUX 2 PULGADAS,POSTES-050-3171,INDUX,3.54,POSTE DE ALUMINIO INDUX 2 PULGADAS 0.50 MM PIEZA,https://henki.com.mx/erp/shared_resources/productos/IND-POSDE-2361.jpg
LAPIZ ADHESIVO ESTRELLA 36 GRAMOS ,6561,ESTRELLA,15.16,"LAPIZ ADHESIVO ESTRELLA DE 36 GRAMOS MODELO 6561 PEGA PAPEL, TELA Y CARTON, NO TOXICO",https://henki.com.mx/erp/shared_resources/productos/3271RE.png
MARCADOR PELIKAN COLORELLA AZUL REDONDO,30111809,PELIKAN,10.31,"MARCADOR PELIKAN COLORELLA BARRIL REDONDO COLOR AZUL
BASE AGUA POR PIEZA",https://henki.com.mx/erp/shared_resources/productos/384RE.png
LAPIZ DE GRAFITO HEXAGONAL WRAPS ENCHANTED MIRADO,1977741,BEROL,4.69,LAPIZ DE GRAFITO HEXAGONAL CON DISEÑO No 2 WRAPS ENCHANTED MIRADO PAPER MATE POR PIEZA,https://henki.com.mx/erp/shared_resources/restore/1050q35j3uaful.png
GOMA BICOLOR DE CAUCHO PELIKAN BR80,06020200,PELIKAN,2.77,"GOMA BICOLOR DE CAUCHO PELIKAN MODELO BR80 ROJO Y AZUL PARA LAPIZ Y TINTA, LIBRE DE PVC",https://henki.com.mx/erp/shared_resources/productos/BR80.jpg-.jpg
MARCADOR PERMANENTE FINO ROJO AZOR,3800RO,AZOR,9.99,MARCADOR PERMANENTE MONOPOL ROJO PUNTO FINO MODELO 3800RO AZOR,https://henki.com.mx/erp/shared_resources/productos/2516RE.png
CAJA PARA ARCHIVO MUERTO BEROKY TAMAÑO OFICIO,22004,BEROKY,37.21,CAJA PARA ARCHIVO MUERTO DE CARTON BEROKY TAMAÑO OFICIO MEDIDAS ALTO 24.6 CM ANCHO 35.2 CM LARGO 48 CM ,https://henki.com.mx/erp/shared_resources/restore/1057uol74jruor.png
MARCADOR PERMANENTE ROJO SIGNAL,30002,AZOR,11.07,MARCADOR PERMANENTE SIGNAL PUNTO FINO ROJO MODELO 30002 AZOR,https://henki.com.mx/erp/shared_resources/productos/AZO-MARPER-715.jpg
CARPETA BLANCA PANORAMICA OKAMI T/CARTA HERRAJE D 5 PULGADAS,OKAMICTA5D,OKAMI,171.69,"CARPETA BLANCA PANORAMICA OKAMI DE VINYL TAMAÑO CARTA 5 PULGADAS HERRAJE D TRES VENTANAS DE VINYL TRANSPARENTE, CON  SOLAPAS INTERIORES",https://henki.com.mx/erp/shared_resources/productos/OFF-CARBLA-2258.jpg-.jpg
COJIN PARA SELLOS DE PLASTICO #2 SIN TINTA PELIKAN,04500001,PELIKAN,37.03,"COJIN PARA SELLOS DE PLASTICO NUMERO 2 SIN TINTA MEDIDAS APROXIMADAS DE 9.8 X 15.2 CMS PELIKAN  
",https://henki.com.mx/erp/shared_resources/productos/1044RE.png
